"","Year","Visa","Percentages","GDP_growth"
"49",2008,"Employment",42.2736300474262,3.01298487281167
"50",2008,"Academic",10.8020044811037,3.01298487281167
"51",2008,"Religion",0.446696776291145,3.01298487281167
"52",2008,"Family",3.92555996126743,3.01298487281167
"53",2008,"Entertainment",15.1049949463893,3.01298487281167
"54",2008,"Investment",7.20015832290805,3.01298487281167
"55",2009,"Employment",32.7967487270519,0.792698989518186
"56",2009,"Academic",14.3831457000047,0.792698989518186
"57",2009,"Religion",0.446582893446069,0.792698989518186
"58",2009,"Family",4.98435091325267,0.792698989518186
"59",2009,"Entertainment",22.228243098052,0.792698989518186
"60",2009,"Investment",4.22852338020274,0.792698989518186
"61",2010,"Employment",28.0807596680945,6.80482491783671
"62",2010,"Academic",10.4580175538448,6.80482491783671
"63",2010,"Religion",0.320522421591828,6.80482491783671
"64",2010,"Family",5.03849264595752,6.80482491783671
"65",2010,"Entertainment",16.9127999281071,6.80482491783671
"66",2010,"Investment",2.7241410298655,6.80482491783671
"67",2011,"Employment",31.7847201051511,3.68566778212526
"68",2011,"Academic",8.18419434962742,3.68566778212526
"69",2011,"Religion",0.245385895558565,3.68566778212526
"70",2011,"Family",3.8672017511857,3.68566778212526
"71",2011,"Entertainment",13.0839159790697,3.68566778212526
"72",2011,"Investment",2.26444703213006,3.68566778212526
"73",2012,"Employment",30.7155194927174,2.40253099246186
"74",2012,"Academic",7.38427845561049,2.40253099246186
"75",2012,"Religion",0.985517339332267,2.40253099246186
"76",2012,"Family",11.0569455834987,2.40253099246186
"77",2012,"Entertainment",12.4644347822103,2.40253099246186
"78",2012,"Investment",0.919083116085787,2.40253099246186
"79",2013,"Employment",28.8561625505774,3.16470863647184
"80",2013,"Academic",8.00131011866959,3.16470863647184
"81",2013,"Religion",0.266417424578306,3.16470863647184
"82",2013,"Family",9.41607851125783,3.16470863647184
"83",2013,"Entertainment",9.77276630758231,3.16470863647184
"84",2013,"Investment",1.02412935025304,3.16470863647184
"85",2014,"Employment",28.3786132190233,3.2024537945736
"86",2014,"Academic",9.38795607451113,3.2024537945736
"87",2014,"Religion",0.238329705977276,3.2024537945736
"88",2014,"Family",8.39739823404308,3.2024537945736
"89",2014,"Entertainment",10.7401461424517,3.2024537945736
"90",2014,"Investment",0.978144834948403,3.2024537945736
"91",2015,"Employment",26.5087529980591,2.80910326824133
"92",2015,"Academic",9.17701608751854,2.80910326824133
"93",2015,"Religion",0.199807056544634,2.80910326824133
"94",2015,"Family",8.33698756544253,2.80910326824133
"95",2015,"Entertainment",10.8498282193149,2.80910326824133
"96",2015,"Investment",0.746607283806096,2.80910326824133
"97",2016,"Employment",29.4523021161209,2.94688171508626
"98",2016,"Academic",9.58011418604968,2.94688171508626
"99",2016,"Religion",0.193148837019172,2.94688171508626
"100",2016,"Family",10.0181907370314,2.94688171508626
"101",2016,"Entertainment",8.66546757688482,2.94688171508626
"102",2016,"Investment",0.621346523320934,2.94688171508626
"103",2017,"Employment",28.4048561019656,3.15963574012777
"104",2017,"Academic",10.0528548214801,3.15963574012777
"105",2017,"Religion",0.180590206373895,3.15963574012777
"106",2017,"Family",10.2584980044608,3.15963574012777
"107",2017,"Entertainment",8.78559175478703,3.15963574012777
"108",2017,"Investment",0.423116938247892,3.15963574012777
"109",2018,"Employment",28.0105093684237,2.66493034603647
"110",2018,"Academic",11.4867777186177,2.66493034603647
"111",2018,"Religion",0.141667300524835,2.66493034603647
"112",2018,"Family",9.74049846606323,2.66493034603647
"113",2018,"Entertainment",10.8288329403413,2.66493034603647
"114",2018,"Investment",0.397112142187064,2.66493034603647
"115",2019,"Employment",28.2196180672212,2.03315097078062
"116",2019,"Academic",12.0990176183629,2.03315097078062
"117",2019,"Religion",0.141780113155313,2.03315097078062
"118",2019,"Family",11.3857494187687,2.03315097078062
"119",2019,"Entertainment",8.22795016865786,2.03315097078062
"120",2019,"Investment",0.416941043662899,2.03315097078062
